,topic,type,ref,urlKaggle,title,author,lastRunTime,totalVotes
388,Neural-network-regression,kernels,startupsci/titanic-data-science-solutions,kaggle.com/code/startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
389,Neural-network-regression,kernels,kanncaa1/recurrent-neural-network-with-pytorch,kaggle.com/code/kanncaa1/recurrent-neural-network-with-pytorch,Recurrent Neural Network with Pytorch,DATAI,2020-04-07 14:11:12,349
390,Neural-network-regression,kernels,kakauandme/tensorflow-deep-nn,kaggle.com/code/kakauandme/tensorflow-deep-nn,TensorFlow deep NN,Kirill Kliavin,2016-02-23 04:33:52,666
391,Neural-network-regression,kernels,prathamtripathi/regression-neural-network,kaggle.com/code/prathamtripathi/regression-neural-network,Regression-Neural-Network,Pratham Tripathi,2020-08-21 06:43:04,9
392,Neural-network-regression,kernels,areeshaary/regression-using-artificial-neural-networks,kaggle.com/code/areeshaary/regression-using-artificial-neural-networks,Regression using Artificial Neural Networks ,Areesha Anjum,2021-12-26 19:01:11,9
393,Neural-network-regression,kernels,,kaggle.com/code/nan,[Private Notebook],,2010-04-01 00:00:00,0
394,Neural-network-regression,kernels,ryanholbrook/a-single-neuron,kaggle.com/code/ryanholbrook/a-single-neuron,A Single Neuron,Ryan Holbrook,2022-05-05 17:51:27,214
395,Neural-network-regression,kernels,faressayah/practical-introduction-to-10-regression-algorithm,kaggle.com/code/faressayah/practical-introduction-to-10-regression-algorithm,Practical Introduction to 10 Regression Algorithm,Fares Sayah,2022-01-20 13:43:02,707
396,Neural-network-regression,kernels,mejbahahammad/recurrent-neural-network-regression,kaggle.com/code/mejbahahammad/recurrent-neural-network-regression,Recurrent Neural Network : Regression,MEJBAH AHAMMAD,2020-08-29 18:36:57,19
397,Neural-network-regression,kernels,anubhavgoyal10/logistic-regression-as-a-neural-network,kaggle.com/code/anubhavgoyal10/logistic-regression-as-a-neural-network,Logistic Regression as a Neural Network,Anubhav Goyal,2022-11-16 03:18:51,28
398,Neural-network-regression,kernels,sohaibanwaar1203/neural-network-keras-regression,kaggle.com/code/sohaibanwaar1203/neural-network-keras-regression,Neural Network Keras Regression,Sohaib Anwaar,2019-03-29 14:29:49,4
399,Neural-network-regression,kernels,guidosalimbeni/regression-with-convolutional-neural-network-keras,kaggle.com/code/guidosalimbeni/regression-with-convolutional-neural-network-keras,Regression with Convolutional Neural Network Keras,Guido Salimbeni,2019-10-23 06:46:15,11
400,Correlation,kernels,paulorzp/gmean-of-low-correlation-lb-0-952x,kaggle.com/code/paulorzp/gmean-of-low-correlation-lb-0-952x,GMEAN of low correlation (LB: 0.952x),Paulo Pinto,2019-09-19 01:22:33,225
401,Correlation,kernels,dbarkhorn/crypto-correlation,kaggle.com/code/dbarkhorn/crypto-correlation,Crypto-Correlation,DanBarkhorn,2017-09-11 00:12:54,50
402,Correlation,kernels,jiweiliu/fast-pdf-calculation-with-correlation-matrix,kaggle.com/code/jiweiliu/fast-pdf-calculation-with-correlation-matrix,Fast PDF calculation with correlation matrix,Jiwei Liu,2019-03-29 05:34:05,218
403,Correlation,kernels,bbloggsbott/feature-selection-correlation-and-p-value,kaggle.com/code/bbloggsbott/feature-selection-correlation-and-p-value,Feature Selection - Correlation and P-value,Vishal R,2022-04-25 06:47:12,82
404,Correlation,kernels,wesamelshamy/high-correlation-feature-image-classification-conf,kaggle.com/code/wesamelshamy/high-correlation-feature-image-classification-conf,High Correlation Feature Image Classification Conf,Wesam Elshamy,2018-06-09 20:43:38,140
405,Correlation,kernels,ravichaubey1506/student-performance-correlation,kaggle.com/code/ravichaubey1506/student-performance-correlation,Student Performance Correlation,Ravi Chaubey,2020-03-23 03:12:45,45
406,Correlation,kernels,selfishgene/filtering-and-auto-correlation-tutorial,kaggle.com/code/selfishgene/filtering-and-auto-correlation-tutorial,Filtering and Auto-Correlation Tutorial,David Beniaguev,2018-01-05 22:15:02,69
407,Correlation,kernels,rm1000/improved-amex-rank-ensemble,kaggle.com/code/rm1000/improved-amex-rank-ensemble,IMPROVED AMEX Rank Ensemble,RM1000,2022-07-27 13:32:20,22
408,Correlation,kernels,rshah4/correlation-matrix-visualization,kaggle.com/code/rshah4/correlation-matrix-visualization,Correlation Matrix Visualization,Rajiv Shah,2015-07-28 00:13:41,26
409,Correlation,kernels,frtgnn/predictive-power-score-vs-correlation,kaggle.com/code/frtgnn/predictive-power-score-vs-correlation,Predictive Power Score vs Correlation,Firat Gonen,2020-04-25 21:06:07,85
410,Correlation,kernels,startupsci/titanic-data-science-solutions,kaggle.com/code/startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
411,Correlation,kernels,kiyoung1027/correlation-pearson-spearman-and-kendall,kaggle.com/code/kiyoung1027/correlation-pearson-spearman-and-kendall,"""Correlation (Pearson Spearman and Kendall)""",Rooney,2019-12-31 00:30:13,26
412,Correlation,kernels,ryanholbrook/competition-metric-kendall-tau-correlation,kaggle.com/code/ryanholbrook/competition-metric-kendall-tau-correlation,Competition Metric - Kendall Tau Correlation,Ryan Holbrook,2022-05-15 10:19:50,58
413,Correlation,kernels,tpmeli/insights-correlation-analysis-of-192-features,kaggle.com/code/tpmeli/insights-correlation-analysis-of-192-features,Insights + Correlation Analysis of 192 Features,tpmeli,2021-07-08 15:46:24,108
414,Correlation,kernels,pmarcelino/comprehensive-data-exploration-with-python,kaggle.com/code/pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12863
415,Correlation,kernels,dedecu/cross-correlation-time-lag-with-pandas,kaggle.com/code/dedecu/cross-correlation-time-lag-with-pandas,Cross-correlation (time-lag) with pandas,André Araújo,2018-04-11 01:18:14,29
416,Correlation,kernels,chrisbss1/cramer-s-v-correlation-matrix,kaggle.com/code/chrisbss1/cramer-s-v-correlation-matrix,Cramer's V correlation matrix ,Christian D,2019-09-25 15:19:14,21
417,Correlation,kernels,jbomitchell/spearman-correlation-of-public-models,kaggle.com/code/jbomitchell/spearman-correlation-of-public-models,Spearman Correlation of Public Models,John Mitchell,2022-12-12 23:09:19,45
418,Correlation,kernels,joelwilson/election-correlation-matrix,kaggle.com/code/joelwilson/election-correlation-matrix,Election Correlation Matrix,Joel Wilson,2017-01-04 18:37:22,16
419,Correlation,kernels,antmarakis/another-cleaned-data-blend-with-low-correlation,kaggle.com/code/antmarakis/another-cleaned-data-blend-with-low-correlation,Another Cleaned Data Blend With Low Correlation,Antonis Maronikolakis,2018-03-16 00:49:30,34
420,Central-tendency,kernels,mejbahahammad/python-measuring-central-tendency,kaggle.com/code/mejbahahammad/python-measuring-central-tendency,Python: Measuring Central Tendency,MEJBAH AHAMMAD,2020-08-31 19:34:30,12
421,Central-tendency,kernels,jgroff/unit-2-central-tendency-and-variability,kaggle.com/code/jgroff/unit-2-central-tendency-and-variability,Unit 2 - Central Tendency and Variability,Jeff Groff,2017-12-16 13:48:57,5
422,Central-tendency,kernels,mejbahahammad/python-measuring-central-tendency,kaggle.com/code/mejbahahammad/python-measuring-central-tendency,Python: Measuring Central Tendency,MEJBAH AHAMMAD,2020-08-31 19:34:30,12
423,Central-tendency,kernels,jgroff/unit-2-central-tendency-and-variability,kaggle.com/code/jgroff/unit-2-central-tendency-and-variability,Unit 2 - Central Tendency and Variability,Jeff Groff,2017-12-16 13:48:57,5
424,Measures-of-Dispersion,kernels,pmarcelino/comprehensive-data-exploration-with-python,kaggle.com/code/pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12863
425,Factor-analysis,kernels,ipravin/factor-analysis-and-linear-programming,kaggle.com/code/ipravin/factor-analysis-and-linear-programming,Factor Analysis and Linear Programming,Pravin K,2019-03-19 16:53:25,26
426,Factor-analysis,kernels,mathan/factor-analysis-on-match-statistics,kaggle.com/code/mathan/factor-analysis-on-match-statistics,Factor Analysis on Match Statistics,Mathan,2018-10-03 08:36:21,15
427,Factor-analysis,kernels,ragnar123/exploratory-data-analysis-and-factor-model-idea,kaggle.com/code/ragnar123/exploratory-data-analysis-and-factor-model-idea,Exploratory Data Analysis and Factor Model Idea,Martin Kovacevic Buvinic,2020-02-19 21:45:23,44
428,Factor-analysis,kernels,balabaskar/divorce-prediction-with-factor-analysis,kaggle.com/code/balabaskar/divorce-prediction-with-factor-analysis,Divorce prediction with Factor analysis,Bala Baskar,2021-12-25 14:49:18,38
429,Factor-analysis,kernels,ikertxo1986/top-4-factor-analysis-ensemble,kaggle.com/code/ikertxo1986/top-4-factor-analysis-ensemble,[Top %4] Factor analysis & Ensemble,Ikertxo :),2019-06-27 23:31:47,28
430,Factor-analysis,kernels,alexandrehsd/binary-multiclass-classification-factor-analysis,kaggle.com/code/alexandrehsd/binary-multiclass-classification-factor-analysis,Binary/Multiclass classification - Factor Analysis,Alexandre Henrique,2021-11-12 01:22:15,10
431,Quartile-analysis,kernels,kanncaa1/data-sciencetutorial-for-beginners,kaggle.com/code/kanncaa1/data-sciencetutorial-for-beginners,Data ScienceTutorial for Beginners,DATAI,2020-05-19 00:29:44,6250
432,Quartile-analysis,kernels,yassineghouzam/titanic-top-4-with-ensemble-modeling,kaggle.com/code/yassineghouzam/titanic-top-4-with-ensemble-modeling,Titanic Top 4% with ensemble modeling,Yassine Ghouzam,2017-08-09 14:34:44,2735
433,Quartile-analysis,kernels,shrutimechlearn/step-by-step-diabetes-classification-knn-detailed,kaggle.com/code/shrutimechlearn/step-by-step-diabetes-classification-knn-detailed,Step by Step Diabetes Classification-KNN-detailed,Shruti_Iyyer,2020-10-31 14:07:34,889
434,Quartile-analysis,kernels,henriqueyamahata/bank-marketing-classification-roc-f1-recall,kaggle.com/code/henriqueyamahata/bank-marketing-classification-roc-f1-recall,"""Bank Marketing + Classification + ROC",F1,"RECALL...""",Henrique Yamahata
435,Quartile-analysis,kernels,kanncaa1/dataiteam-titanic-eda,kaggle.com/code/kanncaa1/dataiteam-titanic-eda,DataiTeam Titanic EDA,DATAI,2020-05-25 20:16:52,314
436,Quartile-analysis,kernels,randylaosat/predicting-employee-kernelover,kaggle.com/code/randylaosat/predicting-employee-kernelover,Predicting Employee Kernelover,randy lao,2018-01-05 03:42:27,510
437,Quartile-analysis,kernels,janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,kaggle.com/code/janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,Credit Fraud  || Dealing with Imbalanced Datasets,Janio Martinez Bachmann,2019-07-03 23:04:48,4312
438,Quartile-analysis,kernels,sudalairajkumar/where-do-people-learn-ml-ds,kaggle.com/code/sudalairajkumar/where-do-people-learn-ml-ds,Where do People learn ML / DS?,SRK,2018-12-04 15:42:17,335
439,Quartile-analysis,kernels,nareshbhat/outlier-the-silent-killer,kaggle.com/code/nareshbhat/outlier-the-silent-killer,Outlier!!! The Silent Killer,Naresha Bhat,2021-08-30 07:18:27,746
440,Quartile-analysis,kernels,durgancegaur/a-guide-to-any-classification-problem,kaggle.com/code/durgancegaur/a-guide-to-any-classification-problem,A Guide to any Classification Problem,Durgance Gaur,2022-02-15 19:13:48,275
441,Decision-Trees-classification,kernels,startupsci/titanic-data-science-solutions,kaggle.com/code/startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
442,Decision-Trees-classification,kernels,paultimothymooney/decision-trees-for-binary-classification-0-99,kaggle.com/code/paultimothymooney/decision-trees-for-binary-classification-0-99,Decision Trees for Binary Classification (0.99),Paul Mooney,2018-03-02 17:28:31,40
443,Decision-Trees-classification,kernels,ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,kaggle.com/code/ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,A Data Science Framework: To Achieve 99% Accuracy,LD Freeman,2017-12-31 18:27:17,5295
444,Decision-Trees-classification,kernels,prashant111/decision-tree-classifier-tutorial,kaggle.com/code/prashant111/decision-tree-classifier-tutorial,Decision-Tree Classifier Tutorial ,Prashant Banerjee,2020-03-13 12:46:21,425
445,Decision-Trees-classification,kernels,macespinoza/classification-decision-trees-and-k-nearest,kaggle.com/code/macespinoza/classification-decision-trees-and-k-nearest,"""Classification Decision Trees and k Nearest""",Miguel Angel Cotrina Espinoza,2018-10-16 04:38:47,31
446,Decision-Trees-classification,kernels,kashnitsky/topic-3-decision-trees-and-knn,kaggle.com/code/kashnitsky/topic-3-decision-trees-and-knn,Topic 3. Decision Trees and kNN,Yury Kashnitsky,2021-05-07 09:25:45,281
447,Decision-Trees-classification,kernels,prashant111/random-forest-classifier-tutorial,kaggle.com/code/prashant111/random-forest-classifier-tutorial,Random Forest Classifier Tutorial,Prashant Banerjee,2020-03-13 12:46:34,189
448,Decision-Trees-classification,kernels,joparga3/in-depth-skewed-data-classif-93-recall-acc-now,kaggle.com/code/joparga3/in-depth-skewed-data-classif-93-recall-acc-now,In depth skewed data classif. (93% recall acc now),joparga3,2016-12-17 09:03:25,763
449,Decision-Trees-classification,kernels,dmilla/introduction-to-decision-trees-titanic-dataset,kaggle.com/code/dmilla/introduction-to-decision-trees-titanic-dataset,Introduction to Decision Trees (Titanic dataset),Diego Milla,2017-03-01 17:21:04,281
450,Neural-network-classification,kernels,rajeshjnv/heart-disease-classification-neural-network,kaggle.com/code/rajeshjnv/heart-disease-classification-neural-network,Heart Disease Classification - Neural Network,Rajesh kumar jha,2019-07-05 20:32:42,123
451,Neural-network-classification,kernels,kanncaa1/deep-learning-tutorial-for-beginners,kaggle.com/code/kanncaa1/deep-learning-tutorial-for-beginners,Deep Learning Tutorial for Beginners,DATAI,2019-05-25 14:42:24,2312
452,Neural-network-classification,kernels,divyansh22/neural-network-for-li-ion-classification,kaggle.com/code/divyansh22/neural-network-for-li-ion-classification,Neural Network for Li-Ion Classification,Divyansh Agrawal,2020-11-27 06:05:56,40
453,Neural-network-classification,kernels,kanncaa1/pytorch-tutorial-for-deep-learning-lovers,kaggle.com/code/kanncaa1/pytorch-tutorial-for-deep-learning-lovers,Pytorch Tutorial for Deep Learning Lovers,DATAI,2020-04-06 13:29:40,1321
454,Neural-network-classification,kernels,poonaml/deep-neural-network-keras-way,kaggle.com/code/poonaml/deep-neural-network-keras-way,Deep Neural Network Keras way,Poonam Ligade,2018-07-09 09:53:52,1057
455,Neural-network-classification,kernels,tanulsingh077/deep-learning-for-nlp-zero-to-transformers-bert,kaggle.com/code/tanulsingh077/deep-learning-for-nlp-zero-to-transformers-bert,Deep Learning For NLP: Zero To Transformers & BERT,Mr_KnowNothing,2020-04-13 17:19:49,1722
456,Neural-network-classification,kernels,abhishek/approaching-almost-any-nlp-problem-on-kaggle,kaggle.com/code/abhishek/approaching-almost-any-nlp-problem-on-kaggle,Approaching (Almost) Any NLP Problem on Kaggle,Abhishek Thakur,2020-07-22 06:02:35,2182
457,Neural-network-classification,kernels,kanncaa1/convolutional-neural-network-cnn-tutorial,kaggle.com/code/kanncaa1/convolutional-neural-network-cnn-tutorial,Convolutional Neural Network (CNN) Tutorial,DATAI,2020-10-29 12:24:11,809
458,Neural-network-classification,kernels,cdeotte/25-million-images-0-99757-mnist,kaggle.com/code/cdeotte/25-million-images-0-99757-mnist,25 Million Images! [0.99757] MNIST,Chris Deotte,2021-08-29 19:32:05,708
459,Neural-network-classification,kernels,hortonhearsafoo/fast-ai-v3-lesson-1,kaggle.com/code/hortonhearsafoo/fast-ai-v3-lesson-1,fast.ai v3 lesson 1,William Horton,2019-02-02 23:32:47,672
460,Neural-network-classification,kernels,janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,kaggle.com/code/janiobachmann/credit-fraud-dealing-with-imbalanced-datasets,Credit Fraud  || Dealing with Imbalanced Datasets,Janio Martinez Bachmann,2019-07-03 23:04:48,4312
461,Neural-network-classification,kernels,kanncaa1/machine-learning-tutorial-for-beginners,kaggle.com/code/kanncaa1/machine-learning-tutorial-for-beginners,Machine Learning Tutorial for Beginners,DATAI,2018-07-24 14:43:45,2342
462,Neural-network-classification,kernels,huseinzol05/text-classification-recurrent-neural-network,kaggle.com/code/huseinzol05/text-classification-recurrent-neural-network,Text Classification Recurrent Neural Network,Husein Zolkepli,2017-08-09 09:31:08,14
463,Neural-network-classification,kernels,shivamb/cnn-architectures-vgg-resnet-inception-tl,kaggle.com/code/shivamb/cnn-architectures-vgg-resnet-inception-tl,"""CNN Architectures : VGG ResNet Inception + TL""",Shivam Bansal,2018-10-29 10:56:18,694
464,Neural-network-classification,kernels,arslanali4343/heart-disease-classification-neural-network,kaggle.com/code/arslanali4343/heart-disease-classification-neural-network,Heart Disease Classification - Neural Network,Arslan Ali,2021-03-31 18:43:16,75
465,Neural-network-classification,kernels,jhoward/is-it-a-bird-creating-a-model-from-your-own-data,kaggle.com/code/jhoward/is-it-a-bird-creating-a-model-from-your-own-data,Is it a bird? Creating a model from your own data,Jeremy Howard,2022-08-15 20:20:12,1897
466,Neural-network-classification,kernels,azzion/iris-data-set-classification-using-neural-network,kaggle.com/code/azzion/iris-data-set-classification-using-neural-network,Iris Data Set Classification using Neural Network,David Joy,2018-01-27 08:47:55,10
467,Neural-network-classification,kernels,startupsci/titanic-data-science-solutions,kaggle.com/code/startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
468,Neural-network-classification,kernels,kakauandme/tensorflow-deep-nn,kaggle.com/code/kakauandme/tensorflow-deep-nn,TensorFlow deep NN,Kirill Kliavin,2016-02-23 04:33:52,666
469,Neural-network-classification,kernels,vincee/intel-image-classification-cnn-keras,kaggle.com/code/vincee/intel-image-classification-cnn-keras,Intel Image Classification (CNN - Keras),Vincent Liu,2020-03-14 10:44:42,281
470,Nearest-Neighbors,kernels,startupsci/titanic-data-science-solutions,kaggle.com/code/startupsci/titanic-data-science-solutions,Titanic Data Science Solutions,Manav Sehgal,2019-02-11 01:21:23,9434
471,Nearest-Neighbors,kernels,jmataya/k-nearest-neighbors-classifier,kaggle.com/code/jmataya/k-nearest-neighbors-classifier,k-Nearest Neighbors Classifier,jmataya,2017-06-27 16:55:52,11
472,Nearest-Neighbors,kernels,zohaib123/telecusts-prediction-k-nearest-neighbors,kaggle.com/code/zohaib123/telecusts-prediction-k-nearest-neighbors,TeleCusts Prediction K-Nearest Neighbors ,Zohaib Ahmed,2021-01-17 03:32:35,48
473,Nearest-Neighbors,kernels,khotijahs1/k-nearest-neighbors-will-it-rain-tomorrow,kaggle.com/code/khotijahs1/k-nearest-neighbors-will-it-rain-tomorrow,K-nearest Neighbors :  Will it Rain Tomorrow?,Siti Khotijah,2020-10-02 07:40:55,23
474,Nearest-Neighbors,kernels,codeblogger/k-nearest-neighbors-knn-classification-75-25,kaggle.com/code/codeblogger/k-nearest-neighbors-knn-classification-75-25,K-Nearest Neighbors (KNN) Classification (75.25%)),Furkan Gulsen,2020-05-15 00:20:26,26
475,Inferential-analysis,kernels,ravichaubey1506/inferential-statistical-analysis-on-diabetes-data,kaggle.com/code/ravichaubey1506/inferential-statistical-analysis-on-diabetes-data,Inferential Statistical Analysis on Diabetes Data,Ravi Chaubey,2022-02-16 14:34:55,118
476,Inferential-analysis,kernels,shreyasajal/inferential-statistics-on-heart-attack-analysis,kaggle.com/code/shreyasajal/inferential-statistics-on-heart-attack-analysis,Inferential Statistics on Heart Attack Analysis ,Shreya Sajal,2021-04-09 03:25:43,53
477,Inferential-analysis,kernels,saurav9786/cardiogoodfitness-descriptive-statistics,kaggle.com/code/saurav9786/cardiogoodfitness-descriptive-statistics,CardioGoodFitness - Descriptive Statistics,Saurav Anand,2022-11-02 09:57:50,61
478,Inferential-analysis,kernels,ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,kaggle.com/code/ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,A Data Science Framework: To Achieve 99% Accuracy,LD Freeman,2017-12-31 18:27:17,5295
479,Inferential-analysis,kernels,ekrembayar/a-b-testing-step-by-step-hypothesis-testing,kaggle.com/code/ekrembayar/a-b-testing-step-by-step-hypothesis-testing,A/B Testing: Step by Step & Hypothesis Testing,Ekrem Bayar,2021-11-30 12:54:32,190
480,Inferential-analysis,kernels,ravichaubey1506/multivariate-statistical-analysis-on-diabetes,kaggle.com/code/ravichaubey1506/multivariate-statistical-analysis-on-diabetes,Multivariate Statistical Analysis on Diabetes,Ravi Chaubey,2020-08-10 13:49:52,117
481,Inferential-analysis,kernels,,kaggle.com/code/nan,[Private Notebook],,2010-04-01 00:00:00,0
482,Inferential-analysis,kernels,suzanaiacob/inferential-analysis-of-toothgrowth-in-guineapigs,kaggle.com/code/suzanaiacob/inferential-analysis-of-toothgrowth-in-guineapigs,Inferential Analysis of ToothGrowth in GuineaPigs,Suzana Iacob,2018-11-15 21:24:42,11
483,Inferential-analysis,kernels,ravichaubey1506/machine-learning-predictive-modeling-analytics,kaggle.com/code/ravichaubey1506/machine-learning-predictive-modeling-analytics,Machine Learning & Predictive Modeling Analytics,Ravi Chaubey,2020-04-16 11:49:38,120
484,Inferential-analysis,kernels,hamelg/python-for-data-analysis-index,kaggle.com/code/hamelg/python-for-data-analysis-index,Python for Data Analysis: Index,Greg Hamel,2020-09-29 02:39:06,97
485,Inferential-analysis,kernels,ravichaubey1506/univariate-statistical-analysis-on-diabetes,kaggle.com/code/ravichaubey1506/univariate-statistical-analysis-on-diabetes,Univariate Statistical Analysis on Diabetes,Ravi Chaubey,2020-05-06 07:10:12,97
486,Inferential-analysis,kernels,,kaggle.com/code/nan,[Private Notebook],,2010-04-01 00:00:00,0
487,Inferential-analysis,kernels,gleissonbispo/inferential-statistics-nba-salaries-analysis,kaggle.com/code/gleissonbispo/inferential-statistics-nba-salaries-analysis,Inferential Statistics - NBA Salaries Analysis,Gleisson Bispo,2019-05-06 20:16:38,2
488,Inferential-analysis,kernels,yashvi/practical-statistics-1-descriptive-statistics,kaggle.com/code/yashvi/practical-statistics-1-descriptive-statistics,Practical Statistics - 1 (Descriptive Statistics),Yashvi Patel,2020-07-27 12:09:28,62
489,Inferential-analysis,kernels,tsilveira/inferential-statistics-and-hypothesis-testing,kaggle.com/code/tsilveira/inferential-statistics-and-hypothesis-testing,Inferential statistics  and hypothesis testing,TSilveira,2018-07-13 04:02:39,31
490,Inferential-analysis,kernels,knightbearr/regression-taxi-trip-duration-knightbearr,kaggle.com/code/knightbearr/regression-taxi-trip-duration-knightbearr,Regression: Taxi Trip Duration (Knightbearr),Knightbearr,2021-12-31 19:59:53,17
491,Inferential-analysis,kernels,knightbearr/analysis-shopping-cart-data-knightbearr,kaggle.com/code/knightbearr/analysis-shopping-cart-data-knightbearr,Analysis: Shopping Cart Data (Knightbearr),Knightbearr,2022-11-20 06:46:51,66
492,Inferential-analysis,kernels,mgmarques/wines-type-and-quality-classification-exercises,kaggle.com/code/mgmarques/wines-type-and-quality-classification-exercises,Wines Type and Quality Classification Exercises,Marcelo Marques,2018-10-24 21:58:53,80
493,R-data-visualization,kernels,antoniolopez/iris-data-visualization-with-r,kaggle.com/code/antoniolopez/iris-data-visualization-with-r,Iris data visualization with R,Antonio Lopez,2017-10-27 02:43:15,36
494,R-data-visualization,kernels,xingobar/data-visualization-with-r,kaggle.com/code/xingobar/data-visualization-with-r,Data Visualization with R,Gary Ng,2016-11-09 10:53:37,14
495,R-data-visualization,kernels,muslump/data-visualization-with-r,kaggle.com/code/muslump/data-visualization-with-r,Data Visualization with R,Muslum Polat,2020-12-28 13:26:30,16
496,R-data-visualization,kernels,mrisdal/exploring-survival-on-the-titanic,kaggle.com/code/mrisdal/exploring-survival-on-the-titanic,Exploring Survival on the Titanic,Meg Risdal,2017-12-26 19:42:24,3744
497,R-data-visualization,kernels,jessemostipak/dive-into-dplyr-tutorial-1,kaggle.com/code/jessemostipak/dive-into-dplyr-tutorial-1,Dive into dplyr (tutorial #1),Jesse Mostipak,2020-10-14 15:40:50,1915
498,R-data-visualization,kernels,rtatman/getting-started-in-r-first-steps,kaggle.com/code/rtatman/getting-started-in-r-first-steps,Getting staRted in R: First Steps,Rachael Tatman,2017-12-01 21:49:24,2288
499,R-data-visualization,kernels,kanncaa1/data-sciencetutorial-for-beginners,kaggle.com/code/kanncaa1/data-sciencetutorial-for-beginners,Data ScienceTutorial for Beginners,DATAI,2020-05-19 00:29:44,6250
500,R-data-visualization,kernels,ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,kaggle.com/code/ldfreeman3/a-data-science-framework-to-achieve-99-accuracy,A Data Science Framework: To Achieve 99% Accuracy,LD Freeman,2017-12-31 18:27:17,5295
501,R-data-visualization,kernels,kanncaa1/seaborn-tutorial-for-beginners,kaggle.com/code/kanncaa1/seaborn-tutorial-for-beginners,Seaborn Tutorial for Beginners,DATAI,2020-01-28 17:54:17,1074
502,R-data-visualization,kernels,xvivancos/market-basket-analysis,kaggle.com/code/xvivancos/market-basket-analysis,Market Basket Analysis ,Xavier,2022-12-04 12:55:54,612
503,R-data-visualization,kernels,hiteshp/head-start-for-data-scientist,kaggle.com/code/hiteshp/head-start-for-data-scientist,Head Start for Data Scientist,Hitesh palamada,2018-09-02 18:36:19,1091
504,R-data-visualization,kernels,shivamb/data-science-glossary-on-kaggle,kaggle.com/code/shivamb/data-science-glossary-on-kaggle,Data Science Glossary on Kaggle,Shivam Bansal,2018-12-10 09:47:14,2141
505,R-data-visualization,kernels,erikbruin/house-prices-lasso-xgboost-and-a-detailed-eda,kaggle.com/code/erikbruin/house-prices-lasso-xgboost-and-a-detailed-eda,"""House prices: Lasso XGBoost and a detailed EDA""",Erik Bruin,2018-05-10 06:33:09,1477
506,R-data-visualization,kernels,benroshan/part-4-data-visualization-with-r,kaggle.com/code/benroshan/part-4-data-visualization-with-r,Part 4:Data Visualization with R,Ben Roshan ,2020-05-18 13:27:25,10
507,R-data-visualization,kernels,kushal1996/customer-segmentation-k-means-analysis,kaggle.com/code/kushal1996/customer-segmentation-k-means-analysis,Customer Segmentation (K-Means) | Analysis,Kushal Mahindrakar,2022-10-11 13:29:58,897
508,R-data-visualization,kernels,kanncaa1/plotly-tutorial-for-beginners,kaggle.com/code/kanncaa1/plotly-tutorial-for-beginners,Plotly Tutorial for Beginners,DATAI,2019-10-01 20:59:55,1378
509,R-data-visualization,kernels,imdevskp/covid-19-analysis-visualization-comparisons,kaggle.com/code/imdevskp/covid-19-analysis-visualization-comparisons,"""COVID-19 - Analysis Visualization & Comparisons""",Devakumar K. P.,2020-06-19 15:51:01,1779
510,R-data-visualization,kernels,,kaggle.com/code/nan,[Private Notebook],,2010-04-01 00:00:00,0
511,R-data-visualization,kernels,davids1992/speech-representation-and-data-exploration,kaggle.com/code/davids1992/speech-representation-and-data-exploration,Speech representation and data exploration,DavidS,2017-12-11 21:17:15,1035
512,R-data-visualization,kernels,thykhuely/mercari-interactive-eda-topic-modelling,kaggle.com/code/thykhuely/mercari-interactive-eda-topic-modelling,Mercari Interactive EDA + Topic Modelling,ThyKhueLy,2018-04-22 08:23:34,915
513,Python-data-visualization,kernels,jchen2186/data-visualization-with-python-seaborn,kaggle.com/code/jchen2186/data-visualization-with-python-seaborn,Data Visualization with Python Seaborn,Jane,2017-07-30 05:04:25,41
514,Python-data-visualization,kernels,ashfakyeafi/data-visualization-with-python,kaggle.com/code/ashfakyeafi/data-visualization-with-python,DATA VISUALIZATION with Python,Ashfak Yeafi,2022-07-01 08:44:57,53
515,Python-data-visualization,kernels,andersonmatias/final-assignment-data-visualization-with-python,kaggle.com/code/andersonmatias/final-assignment-data-visualization-with-python,Final Assignment - Data Visualization with Python ,"""Anderson Matias PMP""",2020-08-20 08:38:05,9
