,topic,set,ref,title,size,lastUpdated,downloadCount,voteCount,usabilityRating
2,Data-quality,datasets,shrutibhargava94/india-air-quality-data,India Air Quality Data,5MB,2017-07-22 05:04:57,22268,344,0.85294116
4,Data-quality,datasets,yasserh/wine-quality-dataset,Wine Quality Dataset,21KB,2022-01-15 19:15:11,20794,469,1.0
6,Data-quality,datasets,venkatramakrishnan/india-water-quality-data,India Water Quality Data,5MB,2016-12-31 12:22:01,6749,103,0.8235294
8,Data-quality,datasets,rohanrao/air-quality-data-in-india,Air Quality Data in India (2015 - 2020),73MB,2020-07-28 12:33:10,29178,412,1.0
10,Data-quality,datasets,anbarivan/indian-water-quality-data,Indian water quality data,45KB,2018-10-23 02:35:30,5961,79,0.88235295
12,Data-quality,datasets,fedesoriano/spanish-wine-quality-dataset,Spanish Wine Quality Dataset,46KB,2022-04-26 19:31:40,2962,89,1.0
14,Data-quality,datasets,ravirajsinh45/real-life-industrial-dataset-of-casting-product,casting product image data for quality inspection,100MB,2020-07-02 16:41:45,8086,241,0.875
16,Data-quality,datasets,volpatto/coffee-quality-database-from-cqi,Coffee Quality database from CQI,254KB,2019-12-07 14:33:48,7652,121,0.8235294
20,Data-quality,datasets,utcarshagrawal/water-quality-data,Water Quality Data,17KB,2020-05-29 10:14:17,1566,20,1.0
22,Data-quality,datasets,yusufemir/lemon-quality-dataset,Lemon Quality Dataset,233MB,2022-09-24 23:06:46,1377,34,0.875
24,Data-quality,datasets,crowww/meat-quality-assessment-based-on-deep-learning,Meat Quality Assessment Dataset ,270MB,2021-04-06 11:47:16,1153,41,0.9375
26,Data-quality,datasets,hmavrodiev/sofia-air-quality-dataset,Sofia air quality dataset,3GB,2019-09-14 05:48:09,37710,85,0.88235295
28,Data-quality,datasets,prakaa/air-quality-data-earlwood-nsw-australia,"""Air Quality Data - Earlwood NSW""",475KB,2018-04-25 08:39:40,1809,25,0.7058824
30,Data-quality,datasets,fedesoriano/air-quality-data-in-india,Air Quality Data in India (2017 - 2022),270KB,2022-06-04 18:04:03,1475,41,1.0
32,Data-quality,datasets,shivan118/air-quality,Air Quality Data in India,13KB,2020-08-13 13:16:20,303,44,0.9411765
34,Data-quality,datasets,bouweceunen/air-quality-belgium,Belgium Air Quality Data,9KB,2020-12-20 18:59:01,166,13,1.0
36,Data-quality,datasets,orhankaramancode/city-quality-of-life-dataset,City Quality of Life Dataset,19KB,2020-08-13 12:54:23,1336,26,0.9411765
38,Data-quality,datasets,shelvigarg/wine-quality-dataset,Wine Quality Dataset,98KB,2021-09-15 07:00:12,2334,25,0.8235294
40,Data-quality,datasets,sid321axn/beijing-multisite-airquality-data-set,Beijing Multi-Site Air-Quality Data Set,9MB,2019-11-08 05:10:43,1891,30,0.9117647
