,topic,set,ref,title,size,lastUpdated,downloadCount,voteCount,usabilityRating
2,Nonlinear-regression,datasets,maajdl/yeh-concret-data,Revisiting  a Concrete Strength regression,10KB,2018-06-15 20:26:01,5725,108,1.0
4,Nonlinear-regression,datasets,niteshyadav3103/concrete-compressive-strength,Concrete Compressive Strength,15KB,2021-05-09 10:52:12,1457,50,0.88235295
6,Nonlinear-regression,datasets,mcandocia/running-heart-rate-recovery,Running and Heart Rate Data,17MB,2021-07-29 16:34:46,1083,24,0.9117647
8,Nonlinear-regression,datasets,elikplim/concrete-compressive-strength-data-set,Concrete Compressive Strength Data Set,11KB,2017-09-05 03:26:12,3125,21,0.64705884
10,Nonlinear-regression,datasets,zeesolver/china-gdp,1960 to 2014 China's GDP Report,788B,2022-12-17 15:32:57,0,1,1.0
12,Nonlinear-regression,datasets,izemdemirci/concrete-missing,concrete_missing,14KB,2020-12-23 11:56:27,78,5,0.4117647
14,Nonlinear-regression,datasets,toubali/nonlinear-regression,non-linear regression,8MB,2017-11-20 16:41:25,664,6,0.3529412
16,Nonlinear-regression,datasets,thedevastator/unlocking-clues-to-parkinson-s-disease-progressi,Parkinson's Disease Progression,307KB,2022-12-04 13:08:21,32,1,0.9411765
18,Nonlinear-regression,datasets,peidewang/nonlinear-regression-for-fea-analysis-results,Non-linear regression for FEA analysis results,219KB,2020-09-28 02:51:52,112,7,0.5882353
