,topic,set,ref,title,author,lastRunTime,totalVotes
2,dispersion,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino"," PhD""",2022-04-30 19:20:37
4,dispersion,kernels,arjunjoshua/predicting-fraud-in-financial-payment-services,  Predicting Fraud in Financial Payment Services,Arjun Joshua,2018-01-21 10:42:31,408
6,dispersion,kernels,henriqueyamahata/bank-marketing-classification-roc-f1-recall,"""Bank Marketing + Classification + ROC",F1,"RECALL...""",Henrique Yamahata
8,dispersion,kernels,lucamassaron/eda-target-analysis,EDA- target analysis,Luca Massaron,2022-01-27 10:51:04,394
10,dispersion,kernels,kashnitsky/topic-7-unsupervised-learning-pca-and-clustering,Topic 7. Unsupervised learning: PCA and clustering,Yury Kashnitsky,2019-07-27 22:45:40,291
