,topic,set,ref,title,author,lastRunTime,totalVotes
2,'charmap' codec can't encode character '\U0001f4ca' in position 58: character maps to <undefined>,kernels,poonaml/deep-neural-network-keras-way,Deep Neural Network Keras way,Poonam Ligade,2018-07-09 09:53:52,1057
4,'charmap' codec can't encode character '\U0001f4ca' in position 58: character maps to <undefined>,kernels,lavanyashukla01/pandas-numpy-python-cheatsheet,"""Pandas Numpy Python Cheatsheet""",Lavanya Shukla,2020-03-06 11:13:31,433
6,'charmap' codec can't encode character '\U0001f4ca' in position 58: character maps to <undefined>,kernels,aakashns/pytorch-basics-linear-regression-from-scratch,PyTorch basics - Linear Regression from scratch,Aakash N S,2019-01-22 19:34:30,181
8,'charmap' codec can't encode character '\U0001f4ca' in position 58: character maps to <undefined>,kernels,ambrosm/vent-011-median-wins,VENT-011 Median wins!,AmbrosM,2021-10-23 04:05:04,43
10,'charmap' codec can't encode character '\U0001f4ca' in position 58: character maps to <undefined>,kernels,mohammedmurtuzalabib/pandas-101-one-stop-shop-for-data-science,Pandas 101: One-stop Shop for Data Science,Mohammed Murtuza Labib,2020-06-02 14:32:27,102
12,'charmap' codec can't encode character '\U0001f4ca' in position 58: character maps to <undefined>,kernels,robinkraft/getting-started-with-the-data-now-with-docs,Getting started with the data - now with docs!,Robin,2017-05-10 17:26:02,122
