,topic,set,ref,title,author,lastRunTime,totalVotes
2,data-storage,kernels,alexisbcook/intro-to-automl,Intro to AutoML,Alexis Cook,2021-11-09 00:01:59,460
4,data-storage,kernels,ekrembayar/fifa-19-dashboard-with-r-shiny,FIFA 19 Dashboard with R Shiny,Ekrem Bayar,2020-09-01 19:18:32,214
6,data-storage,kernels,ihelon/cassava-leaf-disease-exploratory-data-analysis,Cassava Leaf Disease - Exploratory Data Analysis,Yaroslav Isaienkov,2020-11-28 21:48:41,391
8,data-storage,kernels,rishabhiitbhu/unet-pytorch-inference-kernel,UNet (Pytorch) inference kernel,Rishabh Agrahari,2019-08-08 05:07:38,199
10,data-storage,kernels,gpreda/deepfake-starter-kit,DeepFake Starter Kit,Gabriel Preda,2020-02-05 09:36:03,639
12,data-storage,kernels,yufengg/automl-getting-started-notebook,AutoML Getting Started Notebook,Yufeng Guo,2020-01-23 16:21:00,151
14,data-storage,kernels,gzuidhof/full-preprocessing-tutorial,Full Preprocessing Tutorial,Guido Zuidhof,2017-02-24 06:16:38,2370
16,data-storage,kernels,remekkinas/yolox-training-pipeline-cots-dataset-lb-0-507,YoloX training pipeline COTS dataset [LB 0.507] !!,Remek Kinas,2021-12-02 11:42:35,433
