,topic,set,ref,title,author,lastRunTime,totalVotes
2,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,pmarcelino/data-analysis-and-feature-extraction-with-python,Data analysis and feature extraction with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:15,619
4,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,wfaria/midi-music-data-extraction-using-music21,MIDI Music Data Extraction using Music21,Waldecir Faria,2018-09-11 23:57:59,61
6,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,kaushiksuresh147/twitter-data-extraction,Twitter data extraction,Kash,2021-06-23 19:40:49,26
8,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,saga21/cord-19-data-extraction-functions,CORD-19 - Data extraction functions,Patrick Sánchez,2020-05-08 12:17:12,60
10,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,pavansanagapati/spotify-music-api-data-extraction-part1,Spotify Music API - Data Extraction - Part1,Pavan Sanagapati,2020-06-15 16:00:15,32
12,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino PhD""",2022-04-30 19:20:37,12859
14,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,kaushiksuresh147/twitter-data-extraction-for-ipl2020,Twitter data extraction for #ipl2020,Kash,2020-08-23 21:36:11,13
16,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,kanncaa1/feature-selection-and-data-visualization,Feature Selection and Data Visualization,DATAI,2021-07-10 16:05:36,1689
18,'charmap' codec can't encode characters in position 69-71: character maps to <undefined>,kernels,tanulsingh077/twitter-sentiment-extaction-analysis-eda-and-model,"""Twitter sentiment Extaction-Analysis","EDA and Model""",Mr_KnowNothing,2020-04-14 10:09:10
