,topic,set,ref,title,author,lastRunTime,totalVotes
2,Multivariate-data-analysis,kernels,pmarcelino/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,"""Pedro Marcelino"," PhD""",2022-04-30 19:20:37
4,Multivariate-data-analysis,kernels,residentmario/welcome-to-data-visualization,Welcome to data visualization,Aleksey Bilogur,2018-01-23 20:24:14,450
